,GS UN Equity,MMM UN Equity,BA UN Equity,UNH UN Equity,IBM UN Equity,HD UN Equity,MCD UN Equity,AAPL UW Equity,JNJ UN Equity,TRV UN Equity,UTX UN Equity,DIS UN Equity,CAT UN Equity,CVX UN Equity,V UN Equity,JPM UN Equity,PG UN Equity,AXP UN Equity,DD UN Equity,XOM UN Equity,WMT UN Equity,MRK UN Equity,NKE UN Equity,VZ UN Equity,KO UN Equity,PFE UN Equity,INTC UW Equity,CSCO UW Equity,MSFT UW Equity,GE UN Equity
11/12/2007,214.71,79.22,92.86,52.64,101.45,28.46,58.54,21.9657,66.31,51.38,73.93,32.02,69.6,85.27,,42.39,70.77,56.09,44.4677,84.54,43.32,55.99,15.65,39.8135,29.93,23.02,25.29,29.11,33.38,38.25
11/13/2007,233.04,81.23,93.7,53.3,105.27,29.12,57.1,24.28,67.31,52.29,75.33,33.01,71.07,86.83,,45.05,71.57,59.16,43.7932,86.88,45.97,57.49,15.9975,40.5391,30.52,23.55,26.14,30.14,34.46,39.21
11/14/2007,233.31,80.21,92.79,53.04,103.44,29.03,56.7,23.73,66.89,52.73,74.92,31.86,70.03,86.15,,45.15,71.54,59.1,43.6127,86.31,46.51,57.3,15.805,40.4833,30.68,23.61,25.85,29.71,33.93,39.01
11/15/2007,227.02,79.65,91.34,53.02,103.6,28.98,57.18,23.4714,66.88,52.96,73.95,32.4,69.73,84.16,,43.53,71.83,58.24,43.0997,84.49,46.2,57.92,15.7625,40.0368,30.975,23.29,25.48,29.3,33.71,38.31
11/16/2007,225.25,81.57,89.99,53.42,104.79,29.07,58.13,23.77,67.75,52.72,74.3,32.53,69.44,85.98,,43.09,73.19,58.67,43.0427,85.1,46.34,58.38,15.66,40.6414,31.31,23.39,25.51,29.94,34.09,38.65
11/19/2007,220.54,81.7,88.27,53.49,102.22,28.19,58.6,23.4214,67.59,51.3,73.53,31.25,68.2,85.03,,41.37,72.82,57.37,42.5867,84.11,45.47,58.25,15.5,40.0461,31.15,22.71,25.17,29.43,33.96,38.16
11/20/2007,217.48,82.11,87.86,54.07,103.42,28.5,58.48,24.1214,67.64,51.19,74.32,31.55,68.28,87.9,,41.63,73.21,57,42.7482,87.82,45.5,57.92,15.57,40.1484,31.395,22.72,25.52,29.04,34.63,38.04
11/21/2007,209.5,81.24,87.41,53.41,102.22,28.05,57.33,24.0657,67.14,50.05,72.78,31.5,67.94,85.75,,40.68,72.26,54.34,42.1308,87.04,44.86,56.52,15.72,39.0228,31.125,22.35,24.63,28.25,34.23,37.17
11/23/2007,216.48,82.75,89.54,54.07,104.05,28.95,57.72,24.5057,66.88,51.61,73.46,31.84,68.63,86.67,,41.95,72.86,55.63,42.4538,88.29,45.73,57.66,15.9375,39.6647,31.15,22.98,25.07,28.69,34.11,37.67
11/26/2007,207.45,81,90.07,53.38,101.97,27.49,56.82,24.6471,67.37,50.16,72.8,31.28,67.83,83.79,,40.46,72.19,53.54,41.7413,85.68,45.03,57.59,15.545,38.3624,30.865,22.3,24.36,27.48,32.97,36.73
11/27/2007,213.33,82.12,91.73,54.29,103.83,27.15,57.46,24.9729,67.73,51.18,74,31.72,68.82,84.31,,42.35,73.13,55.62,42.3588,86.38,45.83,58.94,15.85,38.567,31.49,22.88,25.11,27.49,33.06,37.45
11/28/2007,227.52,83.41,93.61,54.72,107.37,28.27,57.97,25.7457,68.35,51.45,75.85,32.69,71.19,86.06,,43.96,73.91,57.41,43.7362,87.92,47.23,59.96,16.3025,39.4507,31.495,23.44,26.19,28.05,33.7,38.46
11/29/2007,224.38,83.61,93.21,54.76,107.5,27.88,58.35,26.3271,68.4,52.29,75.44,32.81,71.72,86.56,,43.65,74.15,56.89,43.7837,88.59,47.54,59.92,16.1775,39.5158,31.395,23.6,26.34,28.15,33.59,38.14
11/30/2007,226.64,83.26,92.54,55,105.18,28.56,58.47,26.0314,67.74,53.11,74.77,33.15,71.9,87.77,,45.62,74,58.98,43.8407,89.16,47.9,59.36,16.4125,40.1949,31.05,23.76,26.08,28.02,33.6,38.29
12/3/2007,226.89,82.21,91.79,54.63,105.83,28.49,59.83,25.5514,67.71,53.45,74.93,33.04,72.06,87.84,,45.21,73.52,58.6,44.5152,88.85,47.87,58.77,16.75,40.0833,31.1,23.55,26.25,27.57,32.93,36.93
12/4/2007,215.22,82.09,89.99,54.33,106.63,28.79,60.03,25.6871,67.94,52.92,74.75,32.75,72.01,87.16,,44.15,73.29,57.11,44.1732,88.12,48.19,58.39,16.45,40.7437,31.375,23.47,26.31,26.96,32.77,36.25
12/5/2007,218.26,83.76,90.7,54.68,108.16,28.97,59.51,26.5,68.21,54.17,76.85,32.75,72.71,89.3,,44.9,73.81,57.93,44.3632,89.92,48.9,59.4,16.485,41.4135,31.525,23.98,27.22,27.48,34.15,36.71
12/6/2007,222.51,84.82,91.78,55.98,109.7,29.49,60.28,27.1429,68.3,54.63,77.99,32.72,74.35,91.38,,46.21,74.18,59.53,44.8857,91.44,49.27,59.5,16.3525,41.3205,31.535,24.17,27.98,27.79,34.55,37.26
12/7/2007,217.89,86.19,93.16,56.65,108.86,29.49,60.16,27.7571,67.68,54.16,78.07,32.79,74.2,90.96,,46.08,74.12,56.96,44.8287,91.5,49.02,60.67,16.35,42.1391,31.575,24.4,27.73,27.45,34.53,37.23
12/10/2007,224.21,86.74,92.64,57.87,109.39,29.59,61.9,27.7357,67.79,55.18,78.83,32.35,76.58,91.72,,47.42,74.33,57.58,45.3036,92.03,49.43,60.77,16.465,42.1856,31.635,24.37,27.77,27.66,34.76,37.41
12/11/2007,211.15,84.65,88.7,57.07,106.99,28.4,63.13,26.8871,67.55,52.76,76.42,31.76,73.72,89.89,,45.94,73.84,54.56,43.5937,90.28,49.03,60.4,16.05,41.367,31.485,23.83,26.93,28.02,34.1,37.03
12/12/2007,212.58,86.66,86.92,57.47,108.47,28.49,61.66,27.2657,67.7,54.38,76.78,32.28,73.82,91.78,,46.15,74.67,54.08,43.5557,91.92,48.23,59.72,16.1125,41.8042,31.885,23.81,27.28,28.8,34.47,37.25
12/13/2007,208.48,86.92,88.55,57.03,108.18,27.64,61.51,27.4043,67.87,54.4,77.61,32.76,74.22,93.08,,45.76,74.4,53.84,43.9072,92.72,48.33,59.79,16.24,41.8786,32.045,23.64,27.16,29.06,35.22,37.58
12/14/2007,210.67,85.93,88.42,56.73,105.77,26.63,61.16,27.1986,67.59,52.69,76.69,33.01,73.39,92.02,,45.2,73.9,52.29,42.4918,91.18,47.63,59.57,16.08,41.2739,31.905,23.1,26.31,28.6,35.31,36.91
12/17/2007,208.63,85.78,87.4,56.59,104.53,25.94,59.76,26.3429,67.55,52.6,75.04,32.99,71.16,89.98,,44.53,73.24,52.18,41.4563,89.89,47.83,59.49,15.7625,40.0926,31.235,22.97,25.72,27.95,34.39,36.48
12/18/2007,201.51,85.85,87.17,57.2,106.31,26.47,59.83,26.14,67.71,52.66,75.92,33.02,71.05,91.19,,43.9,72.84,51.78,41.0193,91.42,48.24,59.74,15.9375,40.753,31.11,23.37,25.91,28.15,34.74,36.8
12/19/2007,204.16,84.93,86.62,57.36,107.14,26.24,58.85,26.16,67.32,52.9,75.8,32.26,70.84,90.9,,43.98,72.98,51.91,40.4493,91.43,48.08,59.34,15.95,40.6042,31.425,23.27,26.19,28.19,34.79,36.57
12/20/2007,202.67,84.49,87.19,58.11,108.84,26.27,58.79,26.7443,67.33,52.17,76.4,32.33,71.51,92.05,,43.33,73.19,51.03,41.9788,92.13,47.85,58.54,16.5025,40.7623,31.14,23.22,26.41,28.28,35.52,36.52
12/21/2007,209.6,86.05,89.07,58.99,111.05,26.66,60.03,27.7014,68.03,53.71,77.83,32.94,72.73,94.04,,44.11,74.08,51.95,43.0807,93.43,48.21,59.15,16.5675,41.2274,31.535,23.24,26.96,28.6,36.06,37.14
12/24/2007,214.32,86.26,90.02,58.88,111.65,27.01,60.31,28.4,67.87,55.08,78.18,33.24,72.7,94.48,,44.83,73.94,53.24,42.9667,93.66,48.74,59.74,16.72,41.6646,31.605,23.33,27.31,28.72,36.58,37.53
12/26/2007,216.69,86.07,90,58.95,111.56,26.99,59.88,28.4214,67.56,54.29,77.82,32.82,73.69,94.84,,44.94,74.04,52.9,42.8147,94.81,48.38,59.42,16.52,41.953,31.505,23.2,27.45,28.38,36.61,37.55
12/27/2007,211.95,85.4,88.88,58.36,109.6,26.77,59.19,28.3671,67.33,54.09,76.84,32.43,72.73,93.75,,43.64,73.89,51.1,42.1783,93.67,47.77,58.57,16.25,41.2833,31.15,22.92,26.83,27.79,35.97,37.19
12/28/2007,211.94,85.09,88.25,58.28,110.09,26.68,59.5,28.5471,67.38,54.14,76.87,32.42,73.16,94.86,,43.26,74.25,50.84,42.0833,95,48.08,58.71,16.0775,41.5065,31.135,22.9,26.76,27.56,36.12,37.34
12/31/2007,215.05,84.32,87.46,58.2,108.1,26.94,58.91,28.2971,66.7,53.8,76.54,32.28,72.56,93.33,,43.65,73.42,52.02,41.8838,93.69,47.53,58.11,16.06,40.6414,30.685,22.73,26.66,27.07,35.6,37.07
1/2/2008,207.6,82.71,86.62,56.67,104.69,26.11,58.1,27.8343,65.91,52.36,75.21,31.84,70.63,93.46,,42.17,72.31,51.04,41.5513,93.51,46.9,57.37,15.82,40.1949,30.545,22.91,25.35,26.54,35.22,36.76
1/3/2008,204.84,82.7,86.98,56.93,104.9,25.82,57.93,27.8529,65.93,53.06,76.28,31.77,70.38,94.61,,41.88,72.31,50.41,41.8743,93.83,46.38,57.32,15.6775,40.3809,30.865,23.18,24.7,26.75,35.37,36.8
1/4/2008,199.93,81.76,85.82,56,101.13,24.96,57.05,25.7,65.84,51.39,75.02,31.13,68.53,93.35,,40.93,72.02,49.14,41.2093,92.08,45.72,56.85,15.435,39.6275,30.925,22.83,22.63,26.07,34.34,36.04
1/7/2008,194.73,81.11,82.87,56.88,100.05,25.37,58.03,25.3771,66.86,52.04,74.67,31.16,68.73,92.13,,41.34,72.49,49.36,41.1143,91.22,46.56,57.92,15.5275,40.3251,31.655,23.23,22.89,26.13,34.61,36.18
1/8/2008,189.61,80.27,79.65,56.13,97.5,24.73,57.11,24.4386,67.04,50.35,71.67,30.51,67.17,90.95,,39.62,72.6,47.9,40.5443,90.18,45.95,59.58,15.4575,38.8368,31.81,23.46,22.26,25.43,33.45,35.38
1/9/2008,191.75,80.19,80.3,56.19,98.31,24.73,57.47,25.6286,67.8,51.13,71.96,30.16,67.23,92.57,,40.26,72.54,49.08,42.5392,91.56,46.9,60.5,15.4925,39.5065,32.635,23.92,22.75,26.24,34.44,35.8
1/10/2008,196.91,80.21,82.36,56.09,99.92,25.28,58.17,25.4314,67.91,51.57,72.39,30.67,67.41,91.9,,41.33,72.48,48.92,43.0142,91.66,48.4,60.47,15.635,40.4181,32.78,24.08,22.54,26.24,34.33,35.92
1/11/2008,198.74,77.58,80.52,55.91,97.67,24.71,54.32,24.6543,67.88,51.46,71.68,30.32,66.01,90.67,,40.86,70.18,44,42.4253,90.3,47.72,60.55,15.175,39.5344,31.885,24.02,21.97,25.85,33.92,35.17
1/14/2008,201.65,78.5,81.67,55.42,102.93,25.39,54.96,25.54,67.95,51.05,72.19,30.35,67.27,90.91,,41.36,70.29,44.5,43.7172,90.83,47.67,59.78,15.1825,39.9902,32.15,23.97,23.08,26.29,34.39,35.46
1/15/2008,193.29,77.18,77.86,54.95,101.83,25.37,53.76,24.1486,67.76,49.68,71.36,29.85,65.4,88.27,,39.17,69.7,42.77,42.8622,89.02,46.99,58.18,14.265,39.2275,31.805,23.59,22.69,25.85,34,34.53
1/16/2008,197.5,77.3,79.87,55.28,101.63,26.34,52.41,22.8271,68.31,50.15,71.04,29.83,64.27,86.25,,41.43,68.84,44.24,42.0833,86.53,47.49,58.35,14.4175,39.367,31.325,23.4,19.88,25.14,33.24,34.56
1/17/2008,190.98,74.96,79.52,54.37,101.1,26.25,51.98,22.8114,67.83,47.43,68.09,28.77,62.47,82.75,,40.04,68.07,42.67,40.6583,83.91,47.48,54.87,13.995,38.0554,31.02,22.96,19.35,24.4,33.01,33.21
1/18/2008,187.21,74.91,78.4,54.4,103.4,26.28,52.4,23.0514,66.29,46.19,68.05,28.51,62.81,83.46,,39.59,67.15,43.61,40.5633,85.08,47.58,53.32,14.125,36.3624,30.37,22.5,19,24.31,33.01,34.31
1/22/2008,190.69,75.16,77.6,51.22,101.31,28.2,52.45,22.2343,65.27,46.17,67.24,28.12,63.82,81.25,,40.86,65.13,43.34,40.4113,82.45,49.15,51.35,14.3225,35.1903,29.395,22.16,18.61,23.48,31.96,34.05
1/23/2008,199.81,76.04,76.46,50.28,106.25,29.95,52.99,19.85,64.33,46.39,71.01,28.49,65.12,81.34,,45.67,66.26,46.32,43.0142,83.36,50.12,50.3,14.38,35.4322,29.415,22.81,19.94,24.1,31.98,34.6
1/24/2008,199.2,75.73,77.62,49.82,106.91,29.56,54,19.3714,63.51,46.41,72.56,29.23,65.25,83.67,,44.96,66.15,47.11,43.1757,86,48.91,49.56,14.3525,35.5624,29.94,23.05,20.69,25.11,33.25,34.65
1/25/2008,191.37,75.51,77.03,50,104.52,28.53,54.1,18.5729,62.46,45.43,72.75,28.68,65.93,81.82,,43.64,65.31,45.44,42.4823,83.94,48.09,47.79,14,35.1252,29.205,22.61,20,24.2,32.94,34
1/28/2008,196.25,77.44,77.6,52,104.98,29.14,51.07,18.5729,63.07,48,73.73,29.37,68.21,82.86,,45.57,65.29,47.4,42.5962,85.13,48.71,49.25,14.3225,35.4508,29.705,22.99,20.29,24.1,32.72,34.72
1/29/2008,196.05,78.02,80.96,50.78,106.1,29.71,50.75,18.7914,62.97,47.63,73.18,28.8,68.99,82.6,,47.45,64.68,47.8,42.8907,85.08,49.01,48.01,14.3375,36.0089,29.275,23.18,20.5,24.06,32.6,34.76
1/30/2008,198.52,78.22,82.92,50.22,105.67,29.38,51.01,18.8829,62.2,47.83,72.89,29.41,68.44,83.23,,47.35,65.09,47.34,42.3303,85.28,49.16,46.69,14.85,35.6089,28.885,23.1,20.69,24.36,32.2,34.99
1/31/2008,200.77,79.65,83.18,50.84,107.34,30.67,53.55,19.3371,63.26,48.1,73.41,29.93,71.14,84.5,,47.55,65.95,49.32,42.9192,86.4,50.88,46.28,15.44,36.1298,29.585,23.39,21.2,24.5,32.6,35.41
2/1/2008,207.78,81.21,82.76,50.1,109.08,30.45,54.22,19.1071,63.36,49.63,74.12,30.66,71.76,82.49,,48.25,66.05,49.6,43.6507,85.95,51.18,45.98,15.6275,36.0461,29.63,23.59,21.78,24.94,30.49,36.16
2/4/2008,200.8,80.57,82.9,49.9,107.93,29.35,53.88,18.8071,63.47,48.82,74.05,30.9,70.95,82.02,,46.22,66.15,47.66,43.3562,85.44,50.07,47.47,15.185,35.9159,29.315,23.63,21.2,23.82,30.19,35.37
2/5/2008,189.86,79.09,81.69,49.4,105.02,27.99,53.84,18.48,62.87,47.23,72.35,30.07,67.52,79.74,,43.89,65.04,45.7,42.3778,82.11,49.56,45.95,14.95,34.2601,28.7,22.96,20.1,23.26,29.03,34.21
2/6/2008,187.17,79.18,79.91,49.38,103.59,27.65,53.73,17.4286,63.05,47.35,71.87,31.5,67.98,77.51,,43.72,65.31,45.87,42.5013,81.44,48.83,45.71,15.0075,34.1391,28.855,22.59,19.9,23.08,28.52,34.2
2/7/2008,190.46,79.12,79.75,49.03,102.34,28.4,54.46,17.32,62.81,47.25,71.47,31.72,68.32,78.74,,45.11,65.77,46.45,42.9192,81.89,49.84,45.7,15.19,34.3717,29.225,22.67,20.05,23.38,28.12,34.23
2/8/2008,187.07,78.56,79.33,48.2,103.27,27.97,55.64,17.9571,62.03,46.56,71.35,32.12,68.01,79.26,,43.82,65.02,44.98,43.1662,81.71,48.76,44.53,15.16,33.8787,29.625,22.3,20.27,23.59,28.56,33.84
2/11/2008,185.87,79.28,81.13,48.22,105.14,28.69,55.98,18.4929,61.88,45.91,71.57,31.93,69.42,80.43,,43.35,66,44.63,43.6317,83.22,49.6,45.31,15.165,34.2229,29.75,22.2,20.68,23.52,28.21,34.01
2/12/2008,180.65,79.1,83.56,48.27,106.53,28.38,56.37,17.8371,62.97,47.73,72.82,32.03,70,81.12,,43.31,67.16,45.08,44.7622,84.38,50.25,46.53,15.3425,34.9391,29.96,22.68,20.9,23.43,28.34,34.37
2/13/2008,180.18,81.38,85.48,46.97,108.42,28.34,56.64,18.4857,63.41,48,73.52,32.78,71.65,82.12,,44.1,67,46.85,44.3252,85.49,50.66,47.57,15.6375,35.9624,29.695,22.74,21.21,24.06,28.99,34.98
2/14/2008,176.56,80.29,85.22,46.61,106.13,27.51,55.58,18.2086,62.79,47.29,72.65,32.32,70.44,82.84,,42.61,66.63,45.69,43.9072,85.55,49.97,46.9,15.575,35.367,29.275,22.45,20.46,23.53,28.5,34.39
2/15/2008,178.41,79.95,85.18,47.74,106.16,27.52,55.3,17.8043,62.9,47.87,71.53,32.49,69.95,83.6,,43.25,66.3,45.11,43.2137,85.37,49.44,47.53,15.5725,35.1903,29.38,22.33,20.11,23.28,28.42,34.37
2/19/2008,173.8,79.85,85.37,48.13,105,27.31,55.64,17.4886,63.66,47.87,71.95,32.19,70.4,84.81,,42.83,66.35,44.55,43.9072,87.01,49.66,47.14,15.28,32.874,29.05,22.37,20.16,22.86,28.18,34.28
2/20/2008,177.25,79.94,84,48.1,107.85,27.72,56.2,17.6886,63.23,48.16,72.05,32.58,71.25,86.34,,43.15,66.17,45.3,44.1352,88.1,49.7,47.02,15.3,32.781,29.115,22.47,20.38,23.2,28.22,34.36
2/21/2008,175.17,78.96,82.01,47.8,106.93,27.39,55.23,17.3629,62.98,47.06,70.89,32.27,70.79,84.78,,43.07,65.96,44.68,43.2802,86.92,49.79,46.13,15.08,32.8926,28.995,22.4,20.3,23.19,28.1,33.69
2/22/2008,177.71,79.67,83.04,47.36,108.07,27.77,55.69,17.0657,63.18,47.9,72.23,32.57,71.18,85.42,,43.93,66.21,45.06,43.6602,87.17,49.97,46.07,15.1475,33.674,29.13,22.5,19.82,23.6,27.68,33.55
2/25/2008,177.36,81,84.66,47.98,110.08,28.82,56.05,17.1057,63.85,49.03,73.41,32.89,72.25,87.18,,44.03,66.68,45.21,44.5437,89.13,50.33,46.79,15.3975,33.9717,29.385,22.78,19.94,23.8,27.84,34.21
2/26/2008,172.7,81.29,84.57,48.93,114.38,28.83,56.45,17.0214,63.72,50.03,73.29,32.89,73.3,88.12,,43.72,67.68,45.81,44.9332,89.89,51.4,46.39,15.6525,34.2415,29.76,22.83,20.69,24.07,28.38,33.94
2/27/2008,180.8,80.48,83.95,49.17,116.46,28.91,55.33,17.5657,63.04,49.25,72.93,33.1,74.22,88.22,,44.41,67.21,46.07,45.2276,89.39,51.43,45.44,15.595,33.8508,30.025,22.75,20.77,25.01,28.28,34.02
2/28/2008,176.7,79.8,84.8,48.01,115.24,27.71,54.62,18.5586,62.71,48.1,72.17,32.54,74.39,89.02,,42.44,66.97,44.42,44.8762,89.38,50.7,45.2,15.51,34.5857,29.73,22.55,20.49,24.66,27.93,33.85
2/29/2008,169.63,78.4,82.79,46.48,113.86,26.55,54.11,17.86,61.96,46.41,70.51,32.41,72.33,86.66,,40.65,66.18,42.3,44.0972,87.01,49.59,44.3,15.05,33.7857,29.23,22.28,19.95,24.37,27.22,33.14
3/3/2008,165.08,78.49,80.67,46.35,114.23,27.09,53.16,17.39,62.23,46.5,69.4,32.41,73.2,87.2,,39.82,66.35,42.08,44.3442,87.75,49.89,44.06,15.0225,33.7578,29.51,22.25,20.01,24.4,26.99,33.4
3/4/2008,163.6,78.41,79.62,46.76,115.71,26.87,53.63,17.8029,62.64,46.63,68.9,31.87,71.74,86.73,,39.19,66.05,42.65,44.1067,86.69,49.87,43.76,15.1075,33.1996,29.685,22.24,20,24.29,27.59,33.52
3/5/2008,164.97,78.93,80.78,47.22,115.39,26.76,53.94,17.7857,63.13,47.49,69.73,31.64,71.85,88.79,,38.69,66.68,42.23,44.9332,87.19,49.59,43.25,15.2025,33.4415,29.84,22.04,20.21,24.28,28.14,33.67
3/6/2008,158.65,77.95,79.51,45.81,112.52,25.76,53.04,17.35,62.63,46.5,68.83,31.25,70.75,87.8,,37.37,66.51,41.29,44.1447,84.51,49.98,42.39,14.895,32.8182,29.55,21.59,19.92,23.95,27.57,32.86
3/7/2008,160.07,76.51,76.6,45.21,113.94,25.88,52.27,17.4643,61.51,46.63,67.49,30.76,69.84,85.26,,37.56,65.8,41.53,42.7482,82.49,49.9,41.75,14.56,32.6322,29.425,21.35,20.07,24.11,27.87,32.23
3/10/2008,155.58,75.48,74.38,45.07,114.01,25,53.8,17.0986,61.33,46.26,66.23,30.46,68.72,84.73,,36.48,65.76,40.04,41.9978,82.46,48.85,41.26,14.2425,31.9717,29.33,21.15,20.12,23.99,28.05,31.7
3/11/2008,163.07,77.95,73.4,38.24,116.49,26.2,54.25,18.1986,62.44,48.53,68.37,31.19,72.61,88.16,,38.84,66.66,43.83,44.2397,86.68,50.25,42.32,14.48,32.7531,29.735,21.72,21.21,25.15,29.3,33.4
3/12/2008,163.01,78.42,72.45,36.68,117.07,26.13,53.7,18.0043,62.55,46,68.2,31.41,75.25,86.73,,38.61,67.04,42.74,44.2492,85.97,50.29,42.45,14.94,32.1671,29.595,21.28,21.12,25.14,28.63,33.96
3/13/2008,165.44,79.08,74.18,38.28,115.91,26.48,54.89,18.2771,62.81,46.83,68.51,31.33,75.67,87.04,,38.11,67.36,42.7,44.9427,87.05,50.6,41.93,15.2575,32.2508,29.465,21.21,21.28,24.95,28.62,34.25
3/14/2008,156.86,77.53,76.11,37.19,115.11,25.75,54.78,18.0871,62.65,44.92,67.64,30.78,74.79,85.34,,36.54,66.7,41.01,44.5817,85.91,49.82,40.97,14.99,31.4601,28.765,20.64,20.66,24.32,27.93,33.82
3/17/2008,151.02,78.51,75.49,33.84,115.55,25.7,54.28,18.1043,64.04,45.97,67.56,30.46,74.46,84.19,,40.31,67.05,41.71,43.5367,85.79,49.95,41.85,14.815,32.195,28.845,20.57,20.85,24.29,28.3,34.33
3/18/2008,175.59,80.95,76.53,35.06,118.41,27.19,54.85,19,65.31,47.75,69.83,31.72,76.87,86.12,11,42.71,68.54,43.71,45.0946,88.47,50.98,43.19,15.4175,32.8275,29.705,21,21.75,25.61,29.48,36.14
3/19/2008,166.49,79.47,73.45,35.55,116.94,26.84,53.66,18.5243,64.88,46.41,68.76,31.24,73.73,81.89,14.125,42.47,67.81,42,43.1947,84.43,50.78,42.99,15.4575,32.6787,29.98,20.61,21.09,24.46,28.62,35.59
3/20/2008,179.63,77.98,74.8,35.32,118.33,28.06,54.42,19.0414,65.38,47.79,69.01,31.9,73.86,83.21,16.0875,45.97,69.37,45.98,43.1757,85,53.23,43.36,16.8175,33.5996,30.52,20.59,21.73,24.74,29.22,37.49
3/24/2008,178.88,78.64,76.29,35.71,119.06,29.26,55.7,19.95,64.89,47.69,70.34,32.04,76.03,84.01,14.9325,46.55,69.97,47.41,44.3252,85.8,53.62,44.25,17.27,34.3903,30.59,20.61,22.21,25.71,29.21,37.42
3/25/2008,179.63,78.98,75.9,35.28,117.97,28.76,56.2,20.14,64.55,47.76,70.16,32.08,76.64,84.54,15.8125,46.06,69.54,47.51,44.9332,85.2,53.05,44.67,17.0925,34.3252,30.705,20.78,22.27,25.75,29.14,37.27
3/26/2008,175.48,78.66,76.3,34.1,116.91,28.16,55.6,20.7229,64.7,47.55,69.61,31.76,77.36,84.96,15.99,44.11,69.62,45.36,44.4867,86.26,52.9,44.7,16.5675,33.6182,30.575,20.69,21.87,24.81,28.57,37.13
3/27/2008,168.14,77.86,74.22,34,115.52,27.79,55.45,20.0357,64.62,47.46,69.41,31.38,77.03,84.4,15.7275,42.86,69.41,44.83,44.0782,86.2,52.37,44.78,16.495,33.4508,30.655,20.56,21.09,24.18,28.05,36.83
3/28/2008,164.45,77.95,73.47,34.4,114.57,27.38,55.48,20.43,64.18,47.42,68.55,31,77.09,84.5,15.69,42.71,69.44,43.15,44.1162,85.22,52.12,44.51,16.465,33.3485,30.47,20.5,20.79,24.08,27.91,36.61
3/31/2008,165.39,79.15,74.37,34.36,115.14,27.97,55.77,20.5,64.87,47.85,68.82,31.38,78.29,85.36,15.59,42.95,70.07,43.72,44.4202,84.58,52.68,37.95,17,33.9066,30.435,20.93,21.18,24.09,28.38,37.01
4/1/2008,176.86,81.32,75.88,36.25,116.49,29.48,56.91,21.3729,65.87,50.55,71.24,31.91,79.98,86.74,15.4025,47,71.14,47.09,45.3606,87.02,54.08,38.32,17.3925,35.3106,30.72,21.38,21.97,25.01,29.52,38.43
4/2/2008,176.87,80.91,76.85,35.96,114.81,29.16,56.66,21.07,65.31,49.94,71.18,31.56,78.51,87.51,15.58,46.24,70.48,46.65,46.3961,88.52,54.46,37.1,16.9925,35.4695,30.23,21.51,21.85,24.96,29.16,38.02
4/3/2008,176.53,80.17,76.14,36.15,116.02,29.22,56.24,21.6586,65.27,49.39,70.76,31.53,77.07,87.72,16.375,46.28,70.47,46.68,46.6241,88.23,54.93,38.36,17.225,35.5722,30.28,21.34,21.93,24.23,29,37.84
4/4/2008,175.4,80.52,75.65,36.5,115.76,28.79,55.72,21.8686,65.73,49.3,71.73,31.24,77.83,88.05,16.12,45.57,70.6,46.11,47.0231,88.74,54.4,40,17.1275,34.8901,30.125,21.35,21.84,24.4,29.16,37.56
4/7/2008,178.73,80.19,74.98,36.67,116.31,28.5,55.65,22.27,66.14,50.18,71.79,31.52,77.25,88.27,16.26,45.54,70.51,46.55,46.5386,88.92,54.23,40.78,16.7075,34.9462,30.185,21.48,21.75,23.94,29.16,37.26
4/8/2008,178.9,79.88,75.02,38.08,116.27,28.18,55.87,21.8343,66.32,48.88,71.8,31.07,77.59,89.28,17.0225,44.86,70.65,46.47,46.9851,89.61,54.45,40.9,16.6325,34.3388,30.255,21,21.08,23.96,28.75,36.95
4/9/2008,174.14,79.59,78.6,37.28,116.77,27.67,55.74,21.6343,66.29,49.03,70.81,30.85,76.16,89.95,16.4475,44.3,70.21,45.08,46.5861,89.7,54.14,40.94,16.61,33.6567,30.39,20.89,21.42,23.53,28.89,36.44
4/10/2008,170.55,80.35,78.43,36.6,118.78,28.38,55.85,22.0786,66.33,49.24,71.85,31.35,75.71,89.6,16.5275,43.86,70.18,45.06,47.1561,89.55,54.66,41.71,16.8425,33.4792,30.665,20.92,22.08,24.04,29.11,36.75
4/11/2008,167.3,78.47,76.86,35.87,116,28.17,55.4,21.02,66,49.3,69.53,30.18,74.8,88.8,16.5275,42.53,70,43.39,46.8616,88.62,54.8,41.14,16.6725,33.255,30.145,20.45,21.24,23.38,28.28,32.05
4/14/2008,163.59,78.26,77.22,36.29,117.28,27.91,55.54,21.1114,65.74,49,69.99,30.04,75.54,89.3,16.42,41.5,70.12,42.72,46.3581,89.7,55.15,41.4,16.515,33.0214,30.5,20.56,20.69,23.31,28.06,31.75
4/15/2008,164.2,78.84,75.7,37.24,117.17,27.93,55.96,21.1971,65.65,48.73,70.84,29.93,75.95,90.17,16.0875,42.12,70.23,43.15,46.4816,90.8,56.27,41.22,16.455,32.8064,30.47,20.71,20.91,23.11,28.25,31.98
4/16/2008,169.05,80.69,76.67,35.8,120.47,28.02,57.14,21.9886,65.7,49.38,72.63,30.32,79.02,91.93,16.535,44.96,69.27,43.75,48.543,92.89,57.06,40.31,16.5175,33.4979,30.575,21.1,22.18,23.83,28.99,32.23
4/17/2008,172.1,80.65,76.91,36.7,123.08,28.12,57.33,22.07,65.76,49.71,70.79,30.78,78.59,91.99,16.76,45.12,67.56,44.7,48.6475,93.38,56.67,39.22,16.8875,33.4979,30.34,20.4,22.11,23.89,29.22,32.02
